"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
Zabytek z potencjałem i dużą działką,Kłobuczyn,Gaworzyce,polkowicki,dolnośląskie,,,2022-06-14 14:14:07.181 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,51.61302,15.92884,349000.0,PLN,923.3292766813058
Dwór+Oficyna+zabudowania+stawy- k. Rawicza -ULGA,Gierłachowo,Bojanowo,rawicki,wielkopolskie,,,2022-06-17 07:05:17.763 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1860,51.6853,16.82903,2400000.0,PLN,960.0
Dworek Sędzice,Sędzice,Wróblew,sieradzki,łódzkie,,,2022-06-15 15:50:02.808 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,4,,,,1958,51.6427751,18.6010789,870000.0,PLN,6214.285714285715
Dworek we wsi Łowin/duża działka4200/budynek gosp.,Łowin,Pruszcz,świecki,kujawsko-pomorskie,,,2022-06-13 15:06:30.051 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,7,,true,,1908,53.34601,18.16742,1200000.0,PLN,4000.0
"wielkopolskie, turecki, Dobra, Dobra, Dekerta 33",Dobra,Dobra,turecki,wielkopolskie,Dekerta,,2022-06-15 04:37:32.466 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,,MIXED,,,,,,1939,51.91854905,18.61587951,2450000.0,PLN,242.38227146814404
"Dom na sprzedaż: wielkopolskie, turecki, Dobra, Dobra, Dekerta",Dobra,Dobra,turecki,wielkopolskie,Dekerta,,2022-06-15 03:04:11.972 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,,MIXED,,,,,,1939,51.91854905,18.61587951,2450000.0,PLN,8596.491228070176
"HIT-Dwór k.Konina +3,5 ha działka+STAW-ULGA podat.",Smaszew,Tuliszków,turecki,wielkopolskie,,,2022-06-17 05:31:27.444 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1890,52.01302,18.27344,500000.0,PLN,1000.0
"śląskie, Bielsko-Biała",Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,śląskie,,,2022-06-20 09:25:23.983 +0200,,OTHER_HEATING,,WATER_SUPPLY,OTHER,,,,5,,,,2022,49.821877,19.047007,1499000.0,PLN,6068.825910931174
Wyjątkowa nieruchomość - Dworek w Brzesku,Brzesko,Brzesko,brzeski,małopolskie,Adama Mickiewicza,,2022-06-21 11:36:29.142 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,,OTHER,,10,,true,,1898,49.95813,20.59402,990000.0,PLN,3139.468510179489
"Buski, Stopnica, Bosowice",Bosowice,Stopnica,buski,świętokrzyskie,,,2022-06-21 23:25:31.009 +0200,,MUNICIPAL,OTHER_HEATING,WATER_SUPPLY,BRICK,,MESH,,12,1,true,true,1840,50.46813,20.71081,2999999.0,PLN,5555.553703703704
"Ciechanowski, Glinojeck, Wkra",Wkra,Glinojeck,ciechanowski,mazowieckie,,,2022-06-20 20:51:23.809 +0200,,,,,,METAL_SHEET,,,6,,,,,52.7923,20.2965,989000.0,PLN,4945.0
Luksusowa Villa w sercu Pola Golfowego w Egipcie.,Elżbiecin,Opinogóra Górna,ciechanowski,mazowieckie,,,2022-06-22 13:09:30.169 +0200,REAL_ESTATE_AGENCY,,,,,,,,7,,,,2021,27.40622,33.66939,2000000.0,PLN,952.3809523809524
"Cieszyński, Ustroń, Centrum",Ustroń,Ustroń,cieszyński,śląskie,Centrum,,2022-06-22 20:38:33.543 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,,METAL_SHEET,,,8,8,true,true,1920,49.719657,18.8120576,1999999.0,PLN,5540.163434903047
"Cieszyński, Ustroń, Centrum",Ustroń,Ustroń,cieszyński,śląskie,,,2022-06-22 20:16:44.921 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,,METAL_SHEET,,,,8,true,true,1920,49.719657,18.8120576,1999999.0,PLN,3861.0019305019305
Pałacyk nad jeziorem - Mazury,Romoty,Kalinowo,ełcki,warmińsko-mazurskie,,,2022-06-24 15:10:25.422 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1930,53.8018053,22.6531511,2500000.0,PLN,1576.6902119071647
"kłodzki, Kłodzko, Piszkowice, 56 Piszkowice",Piszkowice,Kłodzko,kłodzki,dolnośląskie,,,2022-06-20 17:09:46.259 +0200,,OTHER_HEATING,BOILER_ROOM,WATER_SUPPLY,,,OTHER,,27,,,true,1426,50.4692,16.5901,6940000.0,PLN,4082.3529411764707
Dworek Ustronie Morskie,Ustronie Morskie,Ustronie Morskie,kołobrzeski,zachodniopomorskie,,,2022-06-23 16:23:25.232 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,,,,,,54.2019837,15.7499382,3600000.0,PLN,12413.793103448275
"Dom na sprzedaż: Kołobrzeski, Ustronie Morskie, Gwizd",Gwizd,Ustronie Morskie,kołobrzeski,zachodniopomorskie,,,2022-06-24 17:19:39.198 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,BRICK,OTHER,,,3,,,,,54.2002171,15.7911304,3600000.0,PLN,12413.793103448275
Dom na sprzedaż,Polanów,Polanów,koszaliński,zachodniopomorskie,,,2022-06-21 19:08:49.014 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,,,50,,,,1920,54.11921,16.68725,2990000.0,PLN,588.0039331366766
"Dom, 350 m2, Nowy Dwór Mazowiecki",Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki,nowodworski,mazowieckie,,,2022-06-23 15:37:35.290 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,6,,,,2003,52.4465078,20.6925219,1900000.0,PLN,5428.571428571428
Dworek przeznaczony pod działalność usługową,Gorzów Śląski,Gorzów Śląski,oleski,opolskie,Złota,,2022-06-21 14:09:21.886 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,10,,true,,,51.0261419,18.4209231,2200000.0,PLN,2444.4444444444443
Piękny dom na Parcelach,Płock,Płock,Płock,mazowieckie,Parcele,,2022-06-22 09:36:39.434 +0200,PRIVATE,,GAS_HEATING,WATER_SUPPLY,BLOCK,CERAMIC_TILE,,,6,,,,2007,52.5236295,19.7865568,1390000.0,PLN,6619.047619047619
"Poznań, Centrum",Poznań,Poznań,Poznań,wielkopolskie,,,2022-06-18 01:45:43.925 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,,OTHER,,25,,true,true,1985,52.4094,16.9318,600000.0,PLN,375.0
Przemyśl,Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-06-22 12:51:23.885 +0200,,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,YTONG,,MIXED,,5,2,true,,2012,49.78883089,22.72702217,1295000.0,PLN,6530.509329299041
Dworek w Kuńkowcach,Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-06-22 12:36:59.240 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,OTHER,,OTHER,,5,,true,,2012,49.78883089,22.72702217,1295000.0,PLN,5557.93991416309
"Kompleks Pałacowo-Parkowy, Pielgrzymowice",Pielgrzymowice,Pawłowice,pszczyński,śląskie,Powstańców,,2022-06-20 22:08:17.750 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,METAL,,10,,true,,1903,49.90423,18.66184,3999000.0,PLN,1999.5
Piękny dworek dla wymagającego klienta,Wilczków,Malczyce,średzki,dolnośląskie,,,2022-06-23 19:35:55.199 +0200,REAL_ESTATE_AGENCY,,,,,,,,4,,,,1860,51.18698,16.4989,1599000.0,PLN,5513.793103448276
"Dom, 350 m2, Koszyce Małe",Koszyce Małe,Tarnów,tarnowski,małopolskie,,,2022-06-24 18:09:10.907 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,4,,,,,49.9706791,20.9425606,2600000.0,PLN,7428.571428571428
"Warszawa M., Warszawa",Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-06-24 23:50:48.516 +0200,,MUNICIPAL,,WATER_SUPPLY,BRICK,,,,9,6,true,true,1925,52.2296756,21.0122287,1290000.0,PLN,5139.442231075697
"złotowski, Lipka, Debrzno-Wieś",Debrzno-Wieś,Lipka,złotowski,wielkopolskie,,,2022-06-18 01:25:30.900 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,,OTHER,,25,,true,true,1895,53.4956,17.2504,815000.0,PLN,509.375
"Toruński, Lubicz, JEDWABNO KOŁO LUBICZA",Lubicz,Lubsza,brzeski,opolskie,,,2022-06-27 13:41:58.650 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,8,,true,,1800,53.03,18.76,3200000.0,PLN,6177.606177606178
"Toruński, Lubicz, JEDWABNO KOŁO LUBICZA",Lubicz,Lubsza,brzeski,opolskie,,,2022-06-27 13:43:27.891 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,8,,true,,1800,53.03,18.76,3200000.0,PLN,9195.402298850575
Dom na sprzedaż,Dzierżoniów,Dzierżoniów m,dzierżoniowski,dolnośląskie,,,2022-06-30 05:49:18.731 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,18,,,,1906,50.72492205,16.64308727,7200000.0,PLN,5011.833495753864
"""Biała Leśniczówka"" w Kadynach",Tolkmicko,Tolkmicko,elbląski,warmińsko-mazurskie,,,2022-06-29 23:32:31.606 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,,WOODEN,,10,,,,1905,54.289067,19.52322,7500000.0,PLN,8896.79715302491
"Folwark w górach Izerskich, gotowiec inwestycyjny.",Stara Kamienica,Stara Kamienica,jeleniogórski,dolnośląskie,,,2022-06-28 14:13:29.092 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,10,,,,,50.91964,15.572,3149000.0,PLN,5544.014084507042
Nowy dom w pięknej okolicy -blisko morza. Okazja !,Dygowo,Dygowo,kołobrzeski,zachodniopomorskie,,,2022-06-25 13:14:28.181 +0200,REAL_ESTATE_AGENCY,,,,BLOCK,,,,5,,,,2020,54.131841,15.7207855,545000.0,PLN,2018.5185185185185
Dom na sprzedaż,Mogilany,Mogilany,krakowski,małopolskie,,,2022-06-28 05:08:49.024 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,YTONG,,OTHER,,8,,,,,49.93983,19.89043,2550000.0,PLN,5827.239488117001
Dom na sprzedaż,Jabłonka,Nidzica,nidzicki,warmińsko-mazurskie,,,2022-06-27 12:42:29.226 +0200,REAL_ESTATE_AGENCY,,,,YTONG,,OTHER,,7,,,,2005,53.49421,20.55524,1499000.0,PLN,3722.3739756642663
"Ostródzki, Małdyty, Karczemka",Karczemka,Małdyty,ostródzki,warmińsko-mazurskie,,,2022-06-27 19:08:11.924 +0200,,,,,,,,,17,,,,1837,53.94286,19.69574,6000000.0,PLN,3000.0
"Dom, 353 m2, Sobiekursk",Sobiekursk,Karczew,otwocki,mazowieckie,,,2022-06-26 07:09:47.462 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,BRICK,CERAMIC_TILE,,,8,,,,1990,52.02411,21.2884,3800000.0,PLN,10764.87252124646
"Pruszkowski, Pruszków",Pruszków,Pruszków,pruszkowski,mazowieckie,,,2022-06-30 16:11:13.323 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,,,2,,,true,1937,52.1704725,20.8118862,899000.0,PLN,9988.888888888889
Komfortowy dwór w cichej okolicy. 1 ha działki.,Młodowice,Fredropol,przemyski,podkarpackie,,,2022-06-28 17:13:25.238 +0200,PRIVATE,,,,BRICK,,,,10,,,,1905,49.68449,22.77312,2200000.0,PLN,4400.0
Nietuzinkowy dworek w pięknej okolicy,Potęgowo,Potęgowo,słupski,pomorskie,,,2022-06-30 12:07:22.147 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,,,,54.48193,17.49114,1224000.0,PLN,2497.9591836734694
"Sochaczewski, Sochaczew, Chodaków, Hotelowa",Sochaczew,Sochaczew m,sochaczewski,mazowieckie,Hotelowa,,2022-06-29 11:35:19.023 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,15,,,,1820,52.25388,20.28163,1250000.0,PLN,2097.3154362416108
"Sosnowiec M., Sosnowiec, Stary Sosnowiec",Sosnowiec,Sosnowiec,Sosnowiec,śląskie,,,2022-06-29 23:25:18.614 +0200,,OTHER_HEATING,BOILER_ROOM,WATER_SUPPLY,,,,,19,,,,1905,50.2780834,19.1342944,4499900.0,PLN,6637.020648967552
"Wadowicki (pow.), Andrychów (gm.), Andrychów",Andrychów,Andrychów,wadowicki,małopolskie,,,2022-06-27 22:54:21.729 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,BRICK,,MESH,,40,17,true,,1936,49.856,19.3342,2300000.0,PLN,2194.656488549618
Dom na sprzedaż,Węgrów,Węgrów,węgrowski,mazowieckie,,,2022-06-29 15:08:11.407 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,MESH,,9,,,,1850,52.3989231,22.0174472,4200000.0,PLN,9333.333333333334
"Choszczeński, Drawno, Podegrodzie",Podegrodzie,Drawno,choszczeński,zachodniopomorskie,,,2022-07-08 12:37:55.839 +0200,REAL_ESTATE_AGENCY,,,,,,,,,,,,,53.21983,15.75932,1336600.0,PLN,1520.5915813424347
Rezydencja 780m2 w urokliwej części Milanówka!,Milanówek,Milanówek,grodziski,mazowieckie,,,2022-07-08 15:24:35.971 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,2000,52.12458,20.66721,4999000.0,PLN,5745.977011494253
Dom na sprzedaż,Teklin,Trzcinica,kępiński,wielkopolskie,,,2022-07-04 16:40:01.422 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,NONE,,12,,,,1870,51.13275,18.02333,1500000.0,PLN,3614.4578313253014
Wyjątkowy zespół pałacowo-parkowy w Proślicach,Proślice,Byczyna,kluczborski,opolskie,,,2022-07-07 13:05:54.983 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,,,,10,,true,,,51.10049,18.12419,4200000.0,PLN,1976.4705882352941
"Koszaliński, Bobolice, Bobolice Okolica",Bobolice,Bobolice,koszaliński,zachodniopomorskie,,,2022-07-03 17:29:13.872 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,OTHER_HEATING,WATER_SUPPLY,BRICK,METAL_SHEET,MESH,,13,1,true,true,1907,54.00131186,16.11694336,1600000.0,PLN,2388.0597014925374
"Niezwykłej urody, zabytkowy spichlerz dworski",Płomiany,Dobrzyń nad Wisłą,lipnowski,kujawsko-pomorskie,,,2022-07-04 14:40:23.070 +0200,PRIVATE,,,,BRICK,CERAMIC_TILE,,,6,,,,1900,52.67236,19.31203,249000.0,PLN,1.0
"Dom na sprzedaż: łódzkie, Łódź, Śródmieście, Dr. Stefana Kopcińskiego",Łódź,Łódź,Łódź,łódzkie,Dr. Stefana Kopcińskiego,,2022-07-08 13:07:59.119 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,,MESH,,,,,,1930,51.77106362,19.48352699,1850000.0,PLN,6981.132075471698
"Wyjątkowa willa/dworek z pięknym ogrodem, Łódź",Łódź,Łódź,Łódź,łódzkie,,,2022-07-07 09:37:36.322 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,,,1926,51.8469519,19.4711445,6900000.0,PLN,13800.0
Dom (Rezydencja) - Puck,Puck,Puck m,pucki,pomorskie,,,2022-07-02 12:32:35.144 +0200,REAL_ESTATE_AGENCY,,,,,,,,9,,,,2010,54.71141,18.41001,2850000.0,PLN,8260.869565217392
"Pyrzycki, Przelewice, Kluki",Kluki,Przelewice,pyrzycki,zachodniopomorskie,,,2022-07-08 12:12:57.595 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,,WATER_SUPPLY,,CERAMIC_TILE,METAL,,,,true,true,1848,53.1378193,15.0693431,990000.0,PLN,1796.7332123411977
"Dom, 400 m2, Milanówek",Milanówek,Milanówek,grodziski,mazowieckie,,,2022-07-10 00:34:32.661 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,ROOFING_FELT,,,10,,,,,52.12458,20.66721,2600000.0,PLN,6500.0
"Dom, Stara Plebania, do renowacji dla konesera",Kochanów,Kamienna Góra,kamiennogórski,dolnośląskie,,,2022-07-10 12:03:14.124 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,9,,true,,1750,50.68701,16.1535,685000.0,PLN,1522.2222222222222
Dom na sprzedaż,Kutno,Kutno m,kutnowski,łódzkie,Kościuszki,,2022-07-15 12:06:33.265 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,,,,,,52.233625,19.36406,3100000.0,PLN,6042.884990253411
Dom na sprzedaż,Poznań,Poznań,Poznań,wielkopolskie,,,2022-07-14 23:05:29.325 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,12,,,,1930,52.3895186,16.8511706,4800000.0,PLN,8000.0
Dom na sprzedaż,Gostkowo,Główczyce,słupski,pomorskie,,,2022-07-13 13:09:20.634 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,,,,,,54.55866,17.45281,1990000.0,PLN,1047.3684210526317
Zespół pałacowo-parkowy - Ścięgnica woj. pomorskie,Ścięgnica,Kobylnica,słupski,pomorskie,,,2022-07-14 13:33:52.172 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,true,,1880,54.34018,16.86443,6900000.0,PLN,6900.0
"Średzki, Środa Wielkopolska, Szlachcin",Szlachcin,Środa Wielkopolska,średzki,wielkopolskie,,,2022-07-13 16:51:32.874 +0200,,,,,,,,,,,,true,,52.2129,17.383,650000.0,PLN,790.4657667517938
Zabytkowy Pałac w Chociulach wraz z parkiem,Chociule,Świebodzin,świebodziński,lubuskie,,,2022-07-11 00:35:56.777 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,true,,1850,52.206962067709924,15.519677899475104,9500000.0,PLN,5588.235294117647
Dworek ze stawem 50km od Gdańska na sprzedaż,Pelplin,Pelplin,tczewski,pomorskie,,,2022-07-10 21:38:56.303 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,MESH,,10,,true,,1890,53.92579,18.72438,1000000.0,PLN,1256.992018100685
"Rezydencja 213 m2 W Centrum Torunia, Mokre",Toruń,Toruń,Toruń,kujawsko-pomorskie,,,2022-07-14 10:02:38.006 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,7,,true,,1994,53.03913,18.62226,1650000.0,PLN,5445.544554455446
Rezydencja 600m2 okolica Lasku Bielańskiego,Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-07-13 11:36:18.296 +0200,REAL_ESTATE_AGENCY,,MUNICIPAL,WATER_SUPPLY,OTHER,,,,10,,true,,,52.2807,20.97311,3500000.0,PLN,5833.333333333333
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2022-07-11 15:07:42.447 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
"Bydgoski, Osielsko",Osielsko,Osielsko,bydgoski,kujawsko-pomorskie,,,2022-07-18 13:25:21.518 +0200,,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,,,,,7,3,true,,2008,53.183333,18.066667,4999999.0,PLN,12594.455919395466
Dworek w spokojnej okolicy na dużej działce,Nowa Wioska,Nowa Wieś Wielka,bydgoski,kujawsko-pomorskie,,,2022-07-19 19:42:56.323 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,6,,,,2006,52.95838,18.11549,1590000.0,PLN,4297.2972972972975
"Bydgoski, Nowa Wieś Wielka, Nowa Wioska",Nowa Wioska,Nowa Wieś Wielka,bydgoski,kujawsko-pomorskie,,,2022-07-19 19:55:58.315 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,OTHER_HEATING,WELL,,CERAMIC_TILE,OTHER,,3,2,,,2006,52.95838,18.11549,1590000.0,PLN,5129.032258064516
"Bydgoski, Osielsko",Osielsko,Osielsko,bydgoski,kujawsko-pomorskie,,,2022-07-18 13:16:08.399 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,,,,,7,3,true,,2008,,,4999999.0,PLN,10964.910087719298
"Człuchowski, Rzeczenica, Brzezie",Brzezie,Rzeczenica,człuchowski,pomorskie,,,2022-07-17 18:03:57.670 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,MIXED,,5,3,true,,1937,53.81806,16.92924,2500000.0,PLN,8928.57142857143
"Gostyński, Pępowo, Skoraszewice",Skoraszewice,Pępowo,gostyński,wielkopolskie,,,2022-07-19 10:41:46.321 +0200,,,,,,,,,27,,true,,1908,51.73383,17.06406,1148000.0,PLN,993.939393939394
Dom na sprzedaż,Skoraszewice,Pępowo,gostyński,wielkopolskie,,,2022-07-18 16:34:51.483 +0200,,,,,OTHER,,OTHER,,27,,,,1908,51.73383,17.06406,148000.0,PLN,59.2
"Gostyński, Pępowo, Skoraszewice",Skoraszewice,Pępowo,gostyński,wielkopolskie,,,2022-07-19 10:44:11.049 +0200,PRIVATE,,,,,,,,27,,true,,1908,51.73383,17.06406,1148000.0,PLN,459.2
Dwór z XVIIIw. STUDZIENIEC woj. WLKP. BEZPOŚREDNIO,Studzieniec,Rogoźno,obornicki,wielkopolskie,,,2022-07-19 03:06:18.752 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,WOOD,,,10,,true,,1720,52.69979,17.02481,1800000.0,PLN,3339.517625231911
"Piaseczyński, Konstancin-Jeziorna, Miriama Przesmyckiego",Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,Miriama Przesmyckiego,,2022-07-21 16:47:29.671 +0200,REAL_ESTATE_AGENCY,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,10,2,,,,52.0791525,21.07464402,4300000.0,PLN,20000.0
"Pińczowski, Działoszyce, Sancygniów",Sancygniów,Działoszyce,pińczowski,świętokrzyskie,,,2022-07-21 15:52:13.984 +0200,,OTHER_HEATING,OTHER_HEATING,WATER_SUPPLY,BRICK,,,,10,,true,true,1890,50.41514,20.30565,5999000.0,PLN,6506.507592190889
"Dom na sprzedaż: wielkopolskie, poznański, Rokietnica, Napachanie",Napachanie,Rokietnica,poznański,wielkopolskie,,,2022-07-21 11:12:36.595 +0200,REAL_ESTATE_AGENCY,,,,,,,,,,,,1897,52.486035,16.724827,3000000.0,PLN,
Dworek Wisła Wielka,Wisła Wielka,Pszczyna,pszczyński,śląskie,,,2022-07-19 21:26:31.954 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,true,,2000,49.9539315,18.8531,1890000.0,PLN,4973.684210526316
Zespół pałacowo-parkowy LICYTACJA,Czyżów Szlachecki,Zawichost,sandomierski,świętokrzyskie,,,2022-07-20 15:09:19.401 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,,,,50.82731,21.78248,3838500.0,PLN,3700.115673799884
"sieradzki, Sieradz, Chojne",Chojne,Sieradz,sieradzki,łódzkie,,,2022-07-21 10:46:57.854 +0200,,,NONE,WATER_SUPPLY,BRICK,,MESH,,10,,true,,1672,51.5386,18.808,2900000.0,PLN,5725.567620927937
"Augustowski (pow.), Augustów",Augustów,Augustów m,augustowski,podlaskie,,,2022-07-26 10:51:55.931 +0200,,,,,,,,,10,,,,,53.8434,22.9796,1700000.0,PLN,7555.555555555556
Dworek Podkowa Leśna,Podkowa Leśna,Podkowa Leśna,grodziski,mazowieckie,,,2022-07-26 09:20:13.016 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,6,,true,true,1943,52.1199928,20.7265083,1450000.0,PLN,10000.0
Dworek Wężyk,Wężyk,Grodzisk Mazowiecki,grodziski,mazowieckie,,,2022-07-26 09:20:06.414 +0200,REAL_ESTATE_AGENCY,,,,,,,,2,,,,1990,52.0333838,20.6225435,215000.0,PLN,2756.4102564102564
"podlaskie, łomżyński, Łomża, Stara Łomża przy Szosie, Wiejska",Łomża,Łomża m,Łomża,podlaskie,Wiejska,,2022-07-25 11:07:10.537 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BLOCK,,METAL,,8,,,,1996,53.15164778,22.11711453,1449000.0,PLN,2232.6656394453003
"podlaskie, łomżyński, Łomża, Stara Łomża przy Szosie, Wiejska",Stara Łomża przy Szosie,Łomża,łomżyński,podlaskie,Wiejska,,2022-07-25 11:06:40.677 +0200,,OTHER_HEATING,,WATER_SUPPLY,BLOCK,,METAL,,8,,,,1996,53.15164778,22.11711453,1449000.0,PLN,2232.6656394453003
"Siedlisko 5 ha dom z basenem, jezioro, Kaszuby",Toczeń,Miastko,bytowski,pomorskie,,,2022-08-01 20:32:58.390 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,,53.99651,16.88642,2750000.0,PLN,7638.888888888889
Rezydencja w prestiżowej okolicy,Podkowa Leśna,Podkowa Leśna,grodziski,mazowieckie,,,2022-08-02 00:32:40.353 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BLOCK,ROOFING_FELT,,,6,,true,,1976,52.11807,20.72987,2950000.0,PLN,10243.055555555555
"Kościerski, Liniewo, Garczyn, Orle",Garczyn,Liniewo,kościerski,pomorskie,,,2022-08-01 10:34:23.325 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,,true,,54.0415,18.2392,6950000.0,PLN,12192.982456140351
"Kościerski, Liniewo, Garczyn, Orle",Orle,Liniewo,kościerski,pomorskie,,,2022-08-01 10:34:44.163 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,,true,,54.0415,18.2392,6950000.0,PLN,12192.982456140351
Dwie posiadłości wraz z basenem oraz ziemią,Garczyn,Kościerzyna,kościerski,pomorskie,,,2022-08-01 10:06:28.386 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,,,,54.04133,18.23834,6950000.0,PLN,12192.982456140351
Budynek szkolny w miejscowości Biskupie,Biskupie-Kolonia,Wólka,lubelski,lubelskie,,,2022-08-05 16:50:45.636 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,MESH,,10,,true,,1965,50.86267,22.64805,595000.0,PLN,1072.0720720720722
